class_weight,criterion,file,max_depth,max_features,max_leaf_nodes,min_impurity_decrease,min_samples_leaf,min_samples_split,min_weight_fraction_leaf,presort,random_state,results,splitter
,mse,Apache,40.0,,20.0,1e-07,1,2,0.0,False,,./data/Apache-0056-regression.csv,best
,entropy,Apache,40.0,,20.0,1e-07,2,2,0.0,False,,./data/Apache-0057-classification.csv,best
,mse,Apache,40.0,,20.0,1e-07,2,2,0.0,False,,./data/Apache-0057-regression.csv,best
,entropy,Apache,40.0,,20.0,1e-07,4,2,0.0,False,,./data/Apache-0058-classification.csv,best
,mse,Apache,40.0,,20.0,1e-07,4,2,0.0,False,,./data/Apache-0058-regression.csv,best
,entropy,Apache,40.0,,20.0,1e-07,6,2,0.0,False,,./data/Apache-0059-classification.csv,best
,mse,Apache,40.0,,20.0,1e-07,6,2,0.0,False,,./data/Apache-0059-regression.csv,best
,entropy,Apache,40.0,,20.0,1e-07,8,2,0.0,False,,./data/Apache-0060-classification.csv,best
,mse,Apache,40.0,,20.0,1e-07,8,2,0.0,False,,./data/Apache-0060-regression.csv,best
,entropy,Apache,40.0,,20.0,1e-07,10,2,0.0,False,,./data/Apache-0061-classification.csv,best
,mse,Apache,40.0,,20.0,1e-07,10,2,0.0,False,,./data/Apache-0061-regression.csv,best
,entropy,Apache,40.0,,40.0,1e-07,1,2,0.0,False,,./data/Apache-0062-classification.csv,best
,mse,Apache,40.0,,40.0,1e-07,1,2,0.0,False,,./data/Apache-0062-regression.csv,best
,entropy,Apache,40.0,,40.0,1e-07,2,2,0.0,False,,./data/Apache-0063-classification.csv,best
,mse,Apache,40.0,,40.0,1e-07,2,2,0.0,False,,./data/Apache-0063-regression.csv,best
,entropy,Apache,40.0,,40.0,1e-07,4,2,0.0,False,,./data/Apache-0064-classification.csv,best
,mse,Apache,40.0,,40.0,1e-07,4,2,0.0,False,,./data/Apache-0064-regression.csv,best
,entropy,Apache,40.0,,40.0,1e-07,6,2,0.0,False,,./data/Apache-0065-classification.csv,best
,mse,Apache,40.0,,40.0,1e-07,6,2,0.0,False,,./data/Apache-0065-regression.csv,best
,entropy,Apache,40.0,,40.0,1e-07,8,2,0.0,False,,./data/Apache-0066-classification.csv,best
,mse,Apache,40.0,,40.0,1e-07,8,2,0.0,False,,./data/Apache-0066-regression.csv,best
,entropy,Apache,40.0,,40.0,1e-07,10,2,0.0,False,,./data/Apache-0067-classification.csv,best
,mse,Apache,40.0,,40.0,1e-07,10,2,0.0,False,,./data/Apache-0067-regression.csv,best
,entropy,Apache,40.0,,60.0,1e-07,1,2,0.0,False,,./data/Apache-0068-classification.csv,best
,mse,Apache,40.0,,60.0,1e-07,1,2,0.0,False,,./data/Apache-0068-regression.csv,best
,entropy,Apache,40.0,,60.0,1e-07,2,2,0.0,False,,./data/Apache-0069-classification.csv,best
,mse,Apache,40.0,,60.0,1e-07,2,2,0.0,False,,./data/Apache-0069-regression.csv,best
,entropy,Apache,40.0,,60.0,1e-07,4,2,0.0,False,,./data/Apache-0070-classification.csv,best
,mse,Apache,40.0,,60.0,1e-07,4,2,0.0,False,,./data/Apache-0070-regression.csv,best
,entropy,Apache,40.0,,60.0,1e-07,6,2,0.0,False,,./data/Apache-0071-classification.csv,best
,mse,Apache,40.0,,60.0,1e-07,6,2,0.0,False,,./data/Apache-0071-regression.csv,best
,entropy,Apache,40.0,,60.0,1e-07,8,2,0.0,False,,./data/Apache-0072-classification.csv,best
,mse,Apache,40.0,,60.0,1e-07,8,2,0.0,False,,./data/Apache-0072-regression.csv,best
,entropy,Apache,40.0,,60.0,1e-07,10,2,0.0,False,,./data/Apache-0073-classification.csv,best
,mse,Apache,40.0,,60.0,1e-07,10,2,0.0,False,,./data/Apache-0073-regression.csv,best
,entropy,Apache,60.0,,,1e-07,1,2,0.0,False,,./data/Apache-0074-classification.csv,best
,mse,Apache,60.0,,,1e-07,1,2,0.0,False,,./data/Apache-0074-regression.csv,best
,entropy,Apache,60.0,,,1e-07,2,2,0.0,False,,./data/Apache-0075-classification.csv,best
,mse,Apache,60.0,,,1e-07,2,2,0.0,False,,./data/Apache-0075-regression.csv,best
,entropy,Apache,60.0,,,1e-07,4,2,0.0,False,,./data/Apache-0076-classification.csv,best
,mse,Apache,60.0,,,1e-07,4,2,0.0,False,,./data/Apache-0076-regression.csv,best
,entropy,Apache,60.0,,,1e-07,6,2,0.0,False,,./data/Apache-0077-classification.csv,best
,mse,Apache,60.0,,,1e-07,6,2,0.0,False,,./data/Apache-0077-regression.csv,best
,entropy,Apache,60.0,,,1e-07,8,2,0.0,False,,./data/Apache-0078-classification.csv,best
,mse,Apache,60.0,,,1e-07,8,2,0.0,False,,./data/Apache-0078-regression.csv,best
,entropy,Apache,60.0,,,1e-07,10,2,0.0,False,,./data/Apache-0079-classification.csv,best
,mse,Apache,60.0,,,1e-07,10,2,0.0,False,,./data/Apache-0079-regression.csv,best
,entropy,Apache,60.0,,20.0,1e-07,1,2,0.0,False,,./data/Apache-0080-classification.csv,best
,mse,Apache,60.0,,20.0,1e-07,1,2,0.0,False,,./data/Apache-0080-regression.csv,best
,entropy,Apache,60.0,,20.0,1e-07,2,2,0.0,False,,./data/Apache-0081-classification.csv,best
,mse,Apache,60.0,,20.0,1e-07,2,2,0.0,False,,./data/Apache-0081-regression.csv,best
,entropy,Apache,60.0,,20.0,1e-07,4,2,0.0,False,,./data/Apache-0082-classification.csv,best
,mse,Apache,60.0,,20.0,1e-07,4,2,0.0,False,,./data/Apache-0082-regression.csv,best
,entropy,Apache,60.0,,20.0,1e-07,6,2,0.0,False,,./data/Apache-0083-classification.csv,best
,mse,Apache,60.0,,20.0,1e-07,6,2,0.0,False,,./data/Apache-0083-regression.csv,best
,entropy,Apache,60.0,,20.0,1e-07,8,2,0.0,False,,./data/Apache-0084-classification.csv,best
,mse,Apache,60.0,,20.0,1e-07,8,2,0.0,False,,./data/Apache-0084-regression.csv,best
,entropy,Apache,60.0,,20.0,1e-07,10,2,0.0,False,,./data/Apache-0085-classification.csv,best
,mse,Apache,60.0,,20.0,1e-07,10,2,0.0,False,,./data/Apache-0085-regression.csv,best
,entropy,Apache,60.0,,40.0,1e-07,1,2,0.0,False,,./data/Apache-0086-classification.csv,best
,mse,Apache,60.0,,40.0,1e-07,1,2,0.0,False,,./data/Apache-0086-regression.csv,best
,entropy,Apache,60.0,,40.0,1e-07,2,2,0.0,False,,./data/Apache-0087-classification.csv,best
,mse,Apache,60.0,,40.0,1e-07,2,2,0.0,False,,./data/Apache-0087-regression.csv,best
,entropy,Apache,60.0,,40.0,1e-07,4,2,0.0,False,,./data/Apache-0088-classification.csv,best
,mse,Apache,60.0,,40.0,1e-07,4,2,0.0,False,,./data/Apache-0088-regression.csv,best
,entropy,Apache,60.0,,40.0,1e-07,6,2,0.0,False,,./data/Apache-0089-classification.csv,best
,mse,Apache,60.0,,40.0,1e-07,6,2,0.0,False,,./data/Apache-0089-regression.csv,best
,entropy,Apache,60.0,,40.0,1e-07,8,2,0.0,False,,./data/Apache-0090-classification.csv,best
,mse,Apache,60.0,,40.0,1e-07,8,2,0.0,False,,./data/Apache-0090-regression.csv,best
,entropy,Apache,60.0,,40.0,1e-07,10,2,0.0,False,,./data/Apache-0091-classification.csv,best
,mse,Apache,60.0,,40.0,1e-07,10,2,0.0,False,,./data/Apache-0091-regression.csv,best
,entropy,Apache,60.0,,60.0,1e-07,1,2,0.0,False,,./data/Apache-0092-classification.csv,best
,mse,Apache,60.0,,60.0,1e-07,1,2,0.0,False,,./data/Apache-0092-regression.csv,best
,entropy,Apache,60.0,,60.0,1e-07,2,2,0.0,False,,./data/Apache-0093-classification.csv,best
,mse,Apache,60.0,,60.0,1e-07,2,2,0.0,False,,./data/Apache-0093-regression.csv,best
,entropy,Apache,60.0,,60.0,1e-07,4,2,0.0,False,,./data/Apache-0094-classification.csv,best
,mse,Apache,60.0,,60.0,1e-07,4,2,0.0,False,,./data/Apache-0094-regression.csv,best
,entropy,Apache,60.0,,60.0,1e-07,6,2,0.0,False,,./data/Apache-0095-classification.csv,best
,mse,Apache,60.0,,60.0,1e-07,6,2,0.0,False,,./data/Apache-0095-regression.csv,best
,entropy,Apache,60.0,,60.0,1e-07,8,2,0.0,False,,./data/Apache-0096-classification.csv,best
,mse,Apache,60.0,,60.0,1e-07,8,2,0.0,False,,./data/Apache-0096-regression.csv,best
,entropy,Apache,60.0,,60.0,1e-07,10,2,0.0,False,,./data/Apache-0097-classification.csv,best
,mse,Apache,60.0,,60.0,1e-07,10,2,0.0,False,,./data/Apache-0097-regression.csv,best
,entropy,Apache,,,10.0,1e-07,1,2,0.0,False,,./data/Apache-0098-classification.csv,best
,mse,Apache,,,10.0,1e-07,1,2,0.0,False,,./data/Apache-0098-regression.csv,best
,entropy,Apache,,,10.0,1e-07,2,2,0.0,False,,./data/Apache-0099-classification.csv,best
,mse,Apache,,,10.0,1e-07,2,2,0.0,False,,./data/Apache-0099-regression.csv,best
,entropy,Apache,,,10.0,1e-07,4,2,0.0,False,,./data/Apache-0100-classification.csv,best
,mse,Apache,,,10.0,1e-07,4,2,0.0,False,,./data/Apache-0100-regression.csv,best
,entropy,Apache,,,10.0,1e-07,6,2,0.0,False,,./data/Apache-0101-classification.csv,best
,mse,Apache,,,10.0,1e-07,6,2,0.0,False,,./data/Apache-0101-regression.csv,best
,entropy,Apache,,,10.0,1e-07,8,2,0.0,False,,./data/Apache-0102-classification.csv,best
,mse,Apache,,,10.0,1e-07,8,2,0.0,False,,./data/Apache-0102-regression.csv,best
,entropy,Apache,,,10.0,1e-07,10,2,0.0,False,,./data/Apache-0103-classification.csv,best
,mse,Apache,,,10.0,1e-07,10,2,0.0,False,,./data/Apache-0103-regression.csv,best
,entropy,Apache,,,30.0,1e-07,1,2,0.0,False,,./data/Apache-0104-classification.csv,best
,mse,Apache,,,30.0,1e-07,1,2,0.0,False,,./data/Apache-0104-regression.csv,best
,entropy,Apache,,,30.0,1e-07,2,2,0.0,False,,./data/Apache-0105-classification.csv,best
,mse,Apache,,,30.0,1e-07,2,2,0.0,False,,./data/Apache-0105-regression.csv,best
,entropy,Apache,,,30.0,1e-07,4,2,0.0,False,,./data/Apache-0106-classification.csv,best
,mse,Apache,,,30.0,1e-07,4,2,0.0,False,,./data/Apache-0106-regression.csv,best
,entropy,Apache,,,30.0,1e-07,6,2,0.0,False,,./data/Apache-0107-classification.csv,best
,mse,Apache,,,30.0,1e-07,6,2,0.0,False,,./data/Apache-0107-regression.csv,best
,entropy,Apache,,,30.0,1e-07,8,2,0.0,False,,./data/Apache-0108-classification.csv,best
,mse,Apache,,,30.0,1e-07,8,2,0.0,False,,./data/Apache-0108-regression.csv,best
,entropy,Apache,,,30.0,1e-07,10,2,0.0,False,,./data/Apache-0109-classification.csv,best
,mse,Apache,,,30.0,1e-07,10,2,0.0,False,,./data/Apache-0109-regression.csv,best
,entropy,Apache,,,50.0,1e-07,1,2,0.0,False,,./data/Apache-0110-classification.csv,best
,mse,Apache,,,50.0,1e-07,1,2,0.0,False,,./data/Apache-0110-regression.csv,best
,entropy,Apache,,,50.0,1e-07,2,2,0.0,False,,./data/Apache-0111-classification.csv,best
,mse,Apache,,,50.0,1e-07,2,2,0.0,False,,./data/Apache-0111-regression.csv,best
,entropy,Apache,,,50.0,1e-07,4,2,0.0,False,,./data/Apache-0112-classification.csv,best
,mse,Apache,,,50.0,1e-07,4,2,0.0,False,,./data/Apache-0112-regression.csv,best
,entropy,Apache,,,50.0,1e-07,6,2,0.0,False,,./data/Apache-0113-classification.csv,best
,mse,Apache,,,50.0,1e-07,6,2,0.0,False,,./data/Apache-0113-regression.csv,best
,entropy,Apache,,,50.0,1e-07,8,2,0.0,False,,./data/Apache-0114-classification.csv,best
,mse,Apache,,,50.0,1e-07,8,2,0.0,False,,./data/Apache-0114-regression.csv,best
,entropy,Apache,,,50.0,1e-07,10,2,0.0,False,,./data/Apache-0115-classification.csv,best
,mse,Apache,,,50.0,1e-07,10,2,0.0,False,,./data/Apache-0115-regression.csv,best
,entropy,Apache,,,70.0,1e-07,1,2,0.0,False,,./data/Apache-0116-classification.csv,best
,mse,Apache,,,70.0,1e-07,1,2,0.0,False,,./data/Apache-0116-regression.csv,best
,entropy,Apache,,,70.0,1e-07,2,2,0.0,False,,./data/Apache-0117-classification.csv,best
,mse,Apache,,,70.0,1e-07,2,2,0.0,False,,./data/Apache-0117-regression.csv,best
,entropy,Apache,,,70.0,1e-07,4,2,0.0,False,,./data/Apache-0118-classification.csv,best
,mse,Apache,,,70.0,1e-07,4,2,0.0,False,,./data/Apache-0118-regression.csv,best
,entropy,Apache,,,70.0,1e-07,6,2,0.0,False,,./data/Apache-0119-classification.csv,best
,mse,Apache,,,70.0,1e-07,6,2,0.0,False,,./data/Apache-0119-regression.csv,best
,entropy,Apache,,,70.0,1e-07,8,2,0.0,False,,./data/Apache-0120-classification.csv,best
,mse,Apache,,,70.0,1e-07,8,2,0.0,False,,./data/Apache-0120-regression.csv,best
,entropy,Apache,,,70.0,1e-07,10,2,0.0,False,,./data/Apache-0121-classification.csv,best
,mse,Apache,,,70.0,1e-07,10,2,0.0,False,,./data/Apache-0121-regression.csv,best
,entropy,Apache,10.0,,10.0,1e-07,1,2,0.0,False,,./data/Apache-0122-classification.csv,best
,mse,Apache,10.0,,10.0,1e-07,1,2,0.0,False,,./data/Apache-0122-regression.csv,best
,entropy,Apache,10.0,,10.0,1e-07,2,2,0.0,False,,./data/Apache-0123-classification.csv,best
,mse,Apache,10.0,,10.0,1e-07,2,2,0.0,False,,./data/Apache-0123-regression.csv,best
,entropy,Apache,10.0,,10.0,1e-07,4,2,0.0,False,,./data/Apache-0124-classification.csv,best
,mse,Apache,10.0,,10.0,1e-07,4,2,0.0,False,,./data/Apache-0124-regression.csv,best
,entropy,Apache,10.0,,10.0,1e-07,6,2,0.0,False,,./data/Apache-0125-classification.csv,best
,mse,Apache,10.0,,10.0,1e-07,6,2,0.0,False,,./data/Apache-0125-regression.csv,best
,entropy,Apache,10.0,,10.0,1e-07,8,2,0.0,False,,./data/Apache-0126-classification.csv,best
,mse,Apache,10.0,,10.0,1e-07,8,2,0.0,False,,./data/Apache-0126-regression.csv,best
,entropy,Apache,10.0,,10.0,1e-07,10,2,0.0,False,,./data/Apache-0127-classification.csv,best
,mse,Apache,10.0,,10.0,1e-07,10,2,0.0,False,,./data/Apache-0127-regression.csv,best
,entropy,Apache,10.0,,30.0,1e-07,1,2,0.0,False,,./data/Apache-0128-classification.csv,best
,mse,Apache,10.0,,30.0,1e-07,1,2,0.0,False,,./data/Apache-0128-regression.csv,best
,entropy,Apache,10.0,,30.0,1e-07,2,2,0.0,False,,./data/Apache-0129-classification.csv,best
,mse,Apache,10.0,,30.0,1e-07,2,2,0.0,False,,./data/Apache-0129-regression.csv,best
,entropy,Apache,10.0,,30.0,1e-07,4,2,0.0,False,,./data/Apache-0130-classification.csv,best
,mse,Apache,10.0,,30.0,1e-07,4,2,0.0,False,,./data/Apache-0130-regression.csv,best
,entropy,Apache,10.0,,30.0,1e-07,6,2,0.0,False,,./data/Apache-0131-classification.csv,best
,mse,Apache,10.0,,30.0,1e-07,6,2,0.0,False,,./data/Apache-0131-regression.csv,best
,entropy,Apache,10.0,,30.0,1e-07,8,2,0.0,False,,./data/Apache-0132-classification.csv,best
,mse,Apache,10.0,,30.0,1e-07,8,2,0.0,False,,./data/Apache-0132-regression.csv,best
,entropy,Apache,10.0,,30.0,1e-07,10,2,0.0,False,,./data/Apache-0133-classification.csv,best
,mse,Apache,10.0,,30.0,1e-07,10,2,0.0,False,,./data/Apache-0133-regression.csv,best
,entropy,Apache,10.0,,50.0,1e-07,1,2,0.0,False,,./data/Apache-0134-classification.csv,best
,mse,Apache,10.0,,50.0,1e-07,1,2,0.0,False,,./data/Apache-0134-regression.csv,best
,entropy,Apache,10.0,,50.0,1e-07,2,2,0.0,False,,./data/Apache-0135-classification.csv,best
,mse,Apache,10.0,,50.0,1e-07,2,2,0.0,False,,./data/Apache-0135-regression.csv,best
,entropy,Apache,10.0,,50.0,1e-07,4,2,0.0,False,,./data/Apache-0136-classification.csv,best
,mse,Apache,10.0,,50.0,1e-07,4,2,0.0,False,,./data/Apache-0136-regression.csv,best
,entropy,Apache,10.0,,50.0,1e-07,6,2,0.0,False,,./data/Apache-0137-classification.csv,best
,mse,Apache,10.0,,50.0,1e-07,6,2,0.0,False,,./data/Apache-0137-regression.csv,best
,entropy,Apache,10.0,,50.0,1e-07,8,2,0.0,False,,./data/Apache-0138-classification.csv,best
,mse,Apache,10.0,,50.0,1e-07,8,2,0.0,False,,./data/Apache-0138-regression.csv,best
,entropy,Apache,10.0,,50.0,1e-07,10,2,0.0,False,,./data/Apache-0139-classification.csv,best
